id,need_id,observation_type,as_stated,amount_low_usd,amount_high_usd,fiscal_year,period,evidence_id
fund:lrae_navwar_2024-06:k:293b82c41387,need:lrae_navwar_2024-06:k:293b82c41387,procurement_estimate,< $2M,0,2000000,FY24,Q4,ev:lrae_navwar_2024-06:row458
fund:lrae_navwar_2024-06:k:8f368758bdd5,need:lrae_navwar_2024-06:k:8f368758bdd5,procurement_estimate,< $2M,0,2000000,FY24,Q4,ev:lrae_navwar_2024-06:row459
fund:lrae_navwar_2024-06:k:9c2f8a4cf6fc,need:lrae_navwar_2024-06:k:9c2f8a4cf6fc,procurement_estimate,No Range Specified,,,FY24,Q3,ev:lrae_navwar_2024-06:row460
fund:lrae_navwar_2024-06:k:16f069649824,need:lrae_navwar_2024-06:k:16f069649824,procurement_estimate,$250M - $1B,250000000,1000000000,FY25,Q4,ev:lrae_navwar_2024-06:row463
fund:lrae_navwar_2024-06:k:2abff81bab0c,need:lrae_navwar_2024-06:k:2abff81bab0c,procurement_estimate,No Range Specified,,,FY24,Q3,ev:lrae_navwar_2024-06:row464
fund:lrae_navwar_2024-06:k:2cfac2658cfa,need:lrae_navwar_2024-06:k:2cfac2658cfa,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q3,ev:lrae_navwar_2024-06:row465
fund:lrae_navwar_2024-06:k:ee080ea1ff23,need:lrae_navwar_2024-06:k:ee080ea1ff23,procurement_estimate,< $2M,0,2000000,FY24,Q4,ev:lrae_navwar_2024-06:row466
fund:lrae_navwar_2024-06:k:a17f36187fc9,need:lrae_navwar_2024-06:k:a17f36187fc9,procurement_estimate,No Range Specified,,,FY24,Q3,ev:lrae_navwar_2024-06:row467
fund:lrae_navwar_2024-06:k:5b958348fd20,need:lrae_navwar_2024-06:k:5b958348fd20,procurement_estimate,< $2M,0,2000000,FY24,Q3,ev:lrae_navwar_2024-06:row468
fund:lrae_navwar_2024-06:k:91fff5b686f8,need:lrae_navwar_2024-06:k:91fff5b686f8,procurement_estimate,$7.5M - $50M,7500000,50000000,FY24,Q3,ev:lrae_navwar_2024-06:row469
fund:lrae_navwar_2024-06:k:dfdb0070fac1,need:lrae_navwar_2024-06:k:dfdb0070fac1,procurement_estimate,$100M - $250M,100000000,250000000,FY25,Q2,ev:lrae_navwar_2024-06:row470
fund:lrae_navwar_2024-06:k:ff1eef0b45bb,need:lrae_navwar_2024-06:k:ff1eef0b45bb,procurement_estimate,$50M - $100M,50000000,100000000,FY24,Q3,ev:lrae_navwar_2024-06:row471
fund:lrae_navwar_2024-06:k:b9ec2de1ecaa,need:lrae_navwar_2024-06:k:b9ec2de1ecaa,procurement_estimate,> $1B+,1000000000,,FY25,Q2,ev:lrae_navwar_2024-06:row472
fund:lrae_navwar_2024-06:k:f5c44416056c,need:lrae_navwar_2024-06:k:f5c44416056c,procurement_estimate,$2M - $7.5M,2000000,7500000,FY24,Q3,ev:lrae_navwar_2024-06:row473
fund:lrae_navwar_2024-06:k:584a7904dade,need:lrae_navwar_2024-06:k:584a7904dade,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q4,ev:lrae_navwar_2024-06:row478
fund:lrae_navwar_2024-06:k:1da7d7b87065,need:lrae_navwar_2024-06:k:1da7d7b87065,procurement_estimate,No Range Specified,,,FY24,Q1,ev:lrae_navwar_2024-06:row479
fund:lrae_navwar_2024-06:k:9616ea28baf4,need:lrae_navwar_2024-06:k:9616ea28baf4,procurement_estimate,< $2M,0,2000000,FY24,Q4,ev:lrae_navwar_2024-06:row480
fund:lrae_navwar_2024-06:k:4f4ff35c9a4d,need:lrae_navwar_2024-06:k:4f4ff35c9a4d,procurement_estimate,$2M - $7.5M,2000000,7500000,FY24,Q4,ev:lrae_navwar_2024-06:row481
fund:lrae_navwar_2024-06:k:c5b1e560642b,need:lrae_navwar_2024-06:k:c5b1e560642b,procurement_estimate,No Range Specified,,,FY24,Q3,ev:lrae_navwar_2024-06:row482
