id,need_id,revision,description,procurement_method,contract_type,instrument,solicitation_fy,solicitation_quarter,award_fy,award_quarter,pop_months,naics,psc,place,evidence_id
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0275,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0275,lrae_navwar_2023-06,FY23 Spares Buy based on PY10 Pricing Tables,,Fixed-Price,"""C"" Type Contract",FY23,Q3,FY23,Q4,36,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2023-06:row378
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0256,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0256,lrae_navwar_2023-06,Modification for PNT study under SBIR contract N6833522C0473.,Small Business Set-Aside,Fixed-Price,"""C"" Type Contract",FY23,Q3,FY23,Q4,24,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2023-06:row379
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0241,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0241,lrae_navwar_2023-06,STtNG SBIR Phase II.5 contract modification to award potential $10M funding from OUSD via the Accelerate the Procurement and Fielding of Innovative Technologies (APFIT) program to procure production ready assets (PRAs) under SBIR contract N6833522C0473,Small Business Set-Aside,Fixed-Price,"""C"" Type Contract",FY23,Q3,FY24,Q1,24,517410 - Satellite Telecommunications,"5985 - ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT","San Diego, CA",ev:lrae_navwar_2023-06:row380
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0229,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0229,lrae_navwar_2023-06,Congressional Plus Up,Small Business Set-Aside,Cost-Reimbursement,"""C"" Type Contract",FY23,Q3,FY23,Q4,60,517410 - Satellite Telecommunications,"5985 - ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT","San Diego, CA",ev:lrae_navwar_2023-06:row381
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0223,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0223,lrae_navwar_2023-06,Modification for environmental testing under SBIR contract N6833522C0473,Small Business Set-Aside,Fixed-Price,"""C"" Type Contract",FY23,Q3,FY23,Q4,24,517410 - Satellite Telecommunications,"5985 - ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT","San Diego, CA",ev:lrae_navwar_2023-06:row382
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0155,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0155,lrae_navwar_2023-06,"Big Sky Production and Sustainment Contract, including Long Lead Hardware procurements.",,Fixed-Price,Single-Award Indefinite-Delivery,FY24,Q2,FY25,Q3,60,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,7G20 - IT AND TELECOM - NETWORK: ANALOG VOICE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"San Diego, CA",ev:lrae_navwar_2023-06:row383
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0174,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0174,lrae_navwar_2023-06,"No cost action – Admin Only; Ceiling Increase of $96.8M
No cost action Extend the current contract period of performance from 12/28/2023 to 12/28/2025.",,Cost-Reimbursement,"""C"" Type Contract",FY23,Q3,FY24,Q1,36,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2023-06:row384
req:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW/A-170-0021,need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW/A-170-0021,lrae_navwar_2023-06,Navy Multiband Terminal - Extension (NMT-X),,TBD,"""C"" Type Contract",FY23,Q2,FY25,Q1,60,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"5985 - ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT","San Diego, CA",ev:lrae_navwar_2023-06:row385
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0105,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0105,lrae_navwar_2023-06,Funding for 10 new OIUs to replenish INCOS and support the fleet.  Part number D2944626-2,,Fixed-Price,"""C"" Type Contract",FY23,Q2,FY23,Q3,48,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"5985 - ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT","San Diego, CA",ev:lrae_navwar_2023-06:row386
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0106,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0106,lrae_navwar_2023-06,Purchase NMT material where the vendor notified the government that there is a last time buy requirement,,TBD,"""C"" Type Contract",,,FY23,Q4,36,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"5985 - ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT","San Diego, CA",ev:lrae_navwar_2023-06:row387
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0012,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0012,lrae_navwar_2023-06,Procure long lead items in support of the procurement of 60 EDMs - lightning modems,,Fixed-Price,Delivery Order/Task Order,FY23,Q3,FY23,Q4,48,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"5985 - ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT","San Diego, CA",ev:lrae_navwar_2023-06:row388
req:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW/A-170-0001,need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW/A-170-0001,lrae_navwar_2023-06,Repair EDMs to support installation and fielding once EDMs are delivered,,TBD,Delivery Order/Task Order,,,,,48,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"5985 - ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT","San Diego, CA",ev:lrae_navwar_2023-06:row389
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0013,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0013,lrae_navwar_2023-06,WAMS KLIF/Mission planning to support capabilities for initial procurements,,Cost-Reimbursement,Delivery Order/Task Order,,,,,48,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"5985 - ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT","San Diego, CA",ev:lrae_navwar_2023-06:row390
req:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW/A-170-0002,need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW/A-170-0002,lrae_navwar_2023-06,Update Spec to Align with PATS Rev D and other requirements changes,,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY23,Q3,FY24,Q1,48,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,AC12 - NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH,"San Diego, CA",ev:lrae_navwar_2023-06:row391
req:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW/A-170-0002,need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW/A-170-0002,lrae_navwar_2023-06,"CBSP Engineering Services and Sustainment for currently fielded CBSP ULV and FLV terminal systems, to include future tech refresh and modifications",,Cost-Reimbursement,"""C"" Type Contract",FY23,Q3,FY24,Q3,60,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2023-06:row392
req:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW/A-170-0003,need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW/A-170-0003,lrae_navwar_2023-06,CBSP STtNG Next Generation. SBIR Phase III Production effort.,,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY23,Q4,FY24,Q4,60,"541715 - Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",AC12 - NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH,"San Diego, CA",ev:lrae_navwar_2023-06:row393
req:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW/A-170-0004,need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW/A-170-0004,lrae_navwar_2023-06,"AC2 modem is a commercial modem manufactured by Comtech EF Data.  The name of the modem is the Comtech SLM-5650B Modem.   This contracting action is a follow on to the original commercial AC2 Modem contract and will allow continued hardware, firmware, and repair procurements for fielded modems and new requirements.",,Fixed-Price,Single-Award Indefinite-Delivery,FY23,Q3,FY23,Q4,60,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,5999 - MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,"San Diego, CA",ev:lrae_navwar_2023-06:row394
req:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW/A-170-0010,need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW/A-170-0010,lrae_navwar_2023-06,"ATIP Ceiling Increase (Est. Ceiling Increase ~$17.3M)
Contract mod for ceiling increase, increased qty of TIF units, end of life buys/parts obsolescence, and additional Engineering Services

The proposed modification to the ATIP contract will result an increase quantity and ceiling on Contract Line Item (CLIN) 1001 (ATIP Terminal Interface) and an increase on the existing Engineering Support Services (ESS) CLIN ceiling.",,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY23,Q4,FY24,Q1,60,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"5825 - RADIO NAVIGATION EQUIPMENT, EXCEPT AIRBORNE","San Diego, CA",ev:lrae_navwar_2023-06:row395
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0014,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0014,lrae_navwar_2023-06,Market research into vendors who sell a L22 end to end test station for the NILE lab and use at testing exercises.,TBD,TBD,TBD,,,FY24,Q1,,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2023-06:row396
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-120-0069,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-120-0069,lrae_navwar_2023-06,G3 Simulator & T&M Funding MOD for TO 09,,Other,Single-Award Indefinite-Delivery,FY23,Q3,FY23,Q4,,"334511 - Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing","J019 - MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS","San Diego, CA",ev:lrae_navwar_2023-06:row400
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-120-0063,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-120-0063,lrae_navwar_2023-06,PoP extension and follow-on to TO 09,,Fixed-Price,Delivery Order/Task Order,FY23,Q4,FY24,Q1,,"334511 - Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",1940 - SMALL CRAFT,"San Diego, CA",ev:lrae_navwar_2023-06:row401
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-120-0056,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-120-0056,lrae_navwar_2023-06,Ship's Signal Exploitation Equipment (SSEE) Increment F Distributed Analysis Tools for Enterprise Monitoring (DATEM) Task Order (TO) 2.,Small Business Set-Aside,Cost-Reimbursement,Delivery Order/Task Order,FY23,Q3,FY23,Q4,,541511 - Custom Computer Programming Services,DA10 - IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,"San Diego, CA",ev:lrae_navwar_2023-06:row403
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-120-0052,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-120-0052,lrae_navwar_2023-06,RDT&E procurement,,Fixed-Price,Delivery Order/Task Order,FY23,Q3,FY23,Q3,,"334511 - Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",1940 - SMALL CRAFT,"San Diego, CA",ev:lrae_navwar_2023-06:row404
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0062,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0062,lrae_navwar_2023-06,Remove Item 56 and Item 61 (both CPFF) from TO 2 PWS and proposal.,SDVOSB Set-Aside,Cost-Reimbursement,Delivery Order/Task Order,FY23,Q3,FY23,Q3,,541512 - Computer Systems Design Services,DA01 - IT and Telecom — Business Application/Application Development Support Services (Labor) Services,"San Diego, CA",ev:lrae_navwar_2023-06:row405
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0063,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0063,lrae_navwar_2023-06,"Task Order 2 includes online instructor-led course, classroom course, T3, and other project management deliverables.",SDVOSB Set-Aside,Fixed-Price,Delivery Order/Task Order,FY23,Q3,FY23,Q3,,611699 - All Other Miscellaneous Schools and Instruction,U008 - EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,"San Diego, CA",ev:lrae_navwar_2023-06:row406
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0029,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0029,lrae_navwar_2023-06,Task Order for fixes to the LLC -7M.,,Cost-Reimbursement,Delivery Order/Task Order,FY23,Q3,FY23,Q4,,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,5810 - COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,"San Diego, CA",ev:lrae_navwar_2023-06:row407
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0007,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0007,lrae_navwar_2023-06,"Execution of engineering, project and configuration management services in support of NILE. Includes attendance at TOWGs, IPTs/IPRs, production of management documents, transition activities from ISS 4 incumbent, and Link 22 technical tasks.",,TBD,Delivery Order/Task Order,,,,,,541512 - Computer Systems Design Services,DA01 - IT and Telecom — Business Application/Application Development Support Services (Labor) Services,"San Diego, CA",ev:lrae_navwar_2023-06:row408
req:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW/A-170-0001,need:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW/A-170-0001,lrae_navwar_2023-06,NTCDL Follow-On contract for Full Rate Production (systems and spares) and Engineering Support Services,,TBD,TBD,,,FY27,Q1,60,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2023-06:row409
req:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW/A-170-0002,need:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW/A-170-0002,lrae_navwar_2023-06,Production Units for Installation,,TBD,TBD,,,FY27,Q1,60,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2023-06:row410
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0194,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0194,lrae_navwar_2023-06,Justification and Approval to add the AN/PRC-167 radio,,Fixed-Price,Single-Award Indefinite-Delivery,,,FY23,Q2,60,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2023-06:row411
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0148,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0148,lrae_navwar_2023-06,Extend current contract from six (6) to eight (8) years to continue Engineering Support Services and procure spares and up to 5 systems,,Fixed-Price,"""C"" Type Contract",FY23,Q3,FY24,Q2,36,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,5810 - COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,"San Diego, CA",ev:lrae_navwar_2023-06:row412
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMA/PMW-101-0014,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMA/PMW-101-0014,lrae_navwar_2023-06,"Configuration
QTY
MIDS JTRS (5) BU1/BU2
99
MIDS JTRS (RT-2031A) BU3
229
MIDS JTRS (A6) BU1
5
MIDS JTRS (6) BU0
14
MIDS JTRS (7) BU0
22
MIDS JTRS PS LRU
61",,Fixed-Price,Delivery Order/Task Order,FY23,Q2,FY23,Q3,12,"443112 - RADIO, TELEVISION, AND OTHER ELECTRONICS STORES",10 - WEAPONS,"San Diego, CA",ev:lrae_navwar_2023-06:row413
req:lrae_navwar_2023-06:N00039-22-RFPREQ-PEO-C4I-0014,need:lrae_navwar_2023-06:N00039-22-RFPREQ-PEO-C4I-0014,lrae_navwar_2023-06,"The objective of this task order is to provide business and financial, cost management, and acquisition support services to PEO C4I PMWs.",,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY23,Q2,FY23,Q4,,541330 - Engineering Services,R703 - SUPPORT- MANAGEMENT: ACCOUNTING,"San Diego, CA",ev:lrae_navwar_2023-06:row414
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0040,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0040,lrae_navwar_2023-06,"Provide PMW 150 with ILS acquisition, sustainment, and training development and transition support.",Small Business Set-Aside,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY24,Q1,FY25,Q1,,"541614 - Process, Physical Distribution, and Logistics Consulting Services",R706 - SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,"San Diego, CA",ev:lrae_navwar_2023-06:row415
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-790-0021,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-790-0021,lrae_navwar_2023-06,"To acquire support services Program Management, Acquisition Management, Contract Management, Cybersecurity Engineering, Technical, System Engineering, and administrative support services for the acquisition, life-cycle management, production, engineering, delivery and integration of multiple shore and expeditionary C4I systems.",,Fixed-Price,TBD,FY24,Q1,FY24,Q4,,TBD - TBD,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"San Diego, CA",ev:lrae_navwar_2023-06:row416
req:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-120-0001,need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-120-0001,lrae_navwar_2023-06,Professional Support Services (PSS) for PMW 120,TBD,TBD,TBD,,,FY26,Q3,48,541330 - Engineering Services,"DD01 - IT AND TELECOM - SERVICE DELIVERY SUPPORT SERVICES: ITSM, OPERATIONS CENTER, PROJECT/PM (LABOR)","San Diego, CA",ev:lrae_navwar_2023-06:row417
req:lrae_navwar_2023-06:N00039-24-RFPREQ-PEO-C4I-0001,need:lrae_navwar_2023-06:N00039-24-RFPREQ-PEO-C4I-0001,lrae_navwar_2023-06,The objective of this task order is to provide the wide range of support across functions/competencies for the PEO C4I front office.,TBD,Cost-Reimbursement,Delivery Order/Task Order,,,FY25,Q2,,541330 - Engineering Services,R408 - Program Management/Support Services,"San Diego, CA",ev:lrae_navwar_2023-06:row418
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PEO-C4I-0014,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PEO-C4I-0014,lrae_navwar_2023-06,"Support Services to develop Installation Requirements Drawings (IRDs), Wiring Diagrams, Technical Data Packages (TDPs), Ship Checks and Ship Installation Drawings (SID) for PEO C4I, NAVWAR (to include NWIC PAC/LANT), FRD and other command funded (OCF) programs.",TBD,Cost-Reimbursement,Delivery Order/Task Order,,,FY25,Q3,,541330 - Engineering Services,R408 - Program Management/Support Services,"San Diego, CA",ev:lrae_navwar_2023-06:row419
req:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-770-0009,need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-770-0009,lrae_navwar_2023-06,"Engineering Systems, Security, and MBSE Services - New Follow-on Contract Base Year",SDVOSB Set-Aside,Cost-Reimbursement,TBD,,,FY25,Q4,,541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"San Diego, CA",ev:lrae_navwar_2023-06:row420
req:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-790-0002,need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-790-0002,lrae_navwar_2023-06,Implement C4I Arsenal to provide C4IaaS for Navy and Joint warfighters,,TBD,Single-Award Indefinite-Delivery,FY23,Q4,FY24,Q3,,541512 - Computer Systems Design Services,7F - IT AND TELECOM - IT MANAGEMENT,"San Diego, CA",ev:lrae_navwar_2023-06:row423
req:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-790-0034,need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-790-0034,lrae_navwar_2023-06,"To acquire storage and computing ""as a service,"" that is, installed locally at NCTS Bahrain but owned and maintained by the Contractor and billed to the Government on a utilization basis. The base year will also include procurement and installation of the remaining devices and material necessary to complete the upgrade from FLTNOC Build 1.0 to Build 1.2. Option years will only include the ""as a service"" work.",TBD,TBD,"""C"" Type Contract",FY23,Q1,FY23,Q4,,541511 - Custom Computer Programming Services,7F20 - IT AND TELECOM - IT MANAGEMENT TOOLS/PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),Bahrain,ev:lrae_navwar_2023-06:row424
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-770-0004,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-770-0004,lrae_navwar_2023-06,"The contractor will be responsible for developing software to allow control of other NAVWAR equipment both current changes to those equipment's as well as new equipment's.  In addition, the contractor shall develop changes to help ensure cyber security",,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY23,Q1,FY24,Q2,,541511 - Custom Computer Programming Services,7F20 - IT AND TELECOM - IT MANAGEMENT TOOLS/PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"San Diego, CA",ev:lrae_navwar_2023-06:row425
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-770-0024,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-770-0024,lrae_navwar_2023-06,Base year plus 4 Option years to procure AIS Amplifier. Approximate quantity of 40 per year.,TBD,Fixed-Price,TBD,FY23,Q4,FY24,Q2,,TBD - TBD,5963 - ELECTRONIC MODULES,"San Diego, CA",ev:lrae_navwar_2023-06:row426
req:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-770-0008,need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-770-0008,lrae_navwar_2023-06,LBUCS Receive Version 2 Production; multi-year; base year plus 4 option years.,TBD,Fixed-Price,Single-Award Indefinite-Delivery,,,FY25,Q3,,TBD - TBD,5810 - COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,"San Diego, CA",ev:lrae_navwar_2023-06:row427
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-770-0034,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-770-0034,lrae_navwar_2023-06,Re-compete of OE-538 production contract,,TBD,TBD,,,FY25,Q3,,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2023-06:row428
req:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-790-0011,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-790-0011,lrae_navwar_2023-06,Cryptographic Modernization of the VIASAT VM300M CARDS for FMS AUSTRALIAN DEFENCE FORCE (ADF) Radio Transmitters  (RT-1829/1830),,TBD,Delivery Order/Task Order,FY23,Q4,FY23,Q4,,541511 - Custom Computer Programming Services,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2023-06:row429
req:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-790-0003,need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-790-0003,lrae_navwar_2023-06,VIASAT TRANSEC VM300M DELIVERY ORDER (DOMESTIC),,TBD,Delivery Order/Task Order,FY23,Q4,FY23,Q4,,541511 - Custom Computer Programming Services,7A - IT AND TELECOM - APLLICATIONS,"San Diego, CA",ev:lrae_navwar_2023-06:row430
req:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-790-0017,need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-790-0017,lrae_navwar_2023-06,VIASAT TRANSEC VM300M CARDS DELIVERY ORDER (INTERNATIONAL - AUS) AWARD,,TBD,Delivery Order/Task Order,FY23,Q4,FY23,Q4,,541511 - Custom Computer Programming Services,7A - IT AND TELECOM - APLLICATIONS,"San Diego, CA",ev:lrae_navwar_2023-06:row431
req:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-790-0006,need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-790-0006,lrae_navwar_2023-06,"Modification - Increase ceiling and update financial/contractual  language to include FMS. Also, update CLIN pricing of VM300M Cards.",,TBD,Single-Award Indefinite-Delivery,FY23,Q3,FY23,Q4,,541511 - Custom Computer Programming Services,DA10 - IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,"San Diego, CA",ev:lrae_navwar_2023-06:row432
req:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-740-0006,need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-740-0006,lrae_navwar_2023-06,"Acquisition will support the Program Executive Office (PEO) Command, Control, Communications, Computers, and Intelligence (C4I) and Space Systems, International C4I Integration Program Management Office (PMW 740), responsible for acquiring, fielding, and sustaining tailored, interoperable C4I capabilities in support of authorized and approved United States (U.S.) Department of Defense (DoD) security cooperation programs.  The effort will be in support of the Taiwan Navy’s (TN) Syun Yuen Foreign Military Sales (FMS) requirement for installation and delivery of Taiwan Advanced Tactical Data Link System (TATDLS) operational capabilities on two (2) Patrol Frigate Guided (PFG)-2 ships and four (4) PFG-3 ships; and if the Option is exercised, installation and delivery of Beyond Line of Sight (BLOS) operational capabilities on one (1) PFG-2 ship and four (4) PFG-3 ships.",,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY23,Q3,FY24,Q3,TBD,541330 - Engineering Services,N059 - INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,"San Diego, CA",ev:lrae_navwar_2023-06:row632
req:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-740-0012,need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-740-0012,lrae_navwar_2023-06,"The Program Executive Office (PEO) for Command, Control, Communications, Computers, and Intelligence (C4I) International Integration Program Office (PMW 740) is acquiring Program Management, Systems Engineering, Sustainment, and Training support services and equipment for its portfolio of Kingdom of Saudi Arabia (KSA) and Sultanate of Oman Foreign Military Sales (FMS) United States (U.S.) Central Command (CENTCOM) Partner Network (CPN) cases.",,Fixed-Price,"""C"" Type Contract",FY23,Q3,FY23,Q4,48,541330 - Engineering Services,N059 - INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,"San Diego, CA",ev:lrae_navwar_2023-06:row633
req:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-740-0002,need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-740-0002,lrae_navwar_2023-06,Completion of Microwave Transmission Network (Maritime Domain Awareness) capability across the Norther Sector (coast) of Morocco.,,TBD,Delivery Order/Task Order,,,,,TBD,541330 - Engineering Services,N059 - INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,"San Diego, CA",ev:lrae_navwar_2023-06:row634
