id,need_id,observation_type,as_stated,amount_low_usd,amount_high_usd,fiscal_year,period,evidence_id
fund:lrae_navwar_2023-06:N00039-26-RFPREQ-PMW-740-0003,need:lrae_navwar_2023-06:N00039-26-RFPREQ-PMW-740-0003,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q4,ev:lrae_navwar_2023-06:row640
fund:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-740-0008,need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-740-0008,procurement_estimate,$2M - $7.5M,2000000,7500000,FY24,Q3,ev:lrae_navwar_2023-06:row641
fund:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW-740-0007,need:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW-740-0007,procurement_estimate,$2M - $7.5M,2000000,7500000,FY26,Q1,ev:lrae_navwar_2023-06:row642
fund:lrae_navwar_2023-06:N00039-27-RFPREQ-PMW-740-0001,need:lrae_navwar_2023-06:N00039-27-RFPREQ-PMW-740-0001,procurement_estimate,$2M - $7.5M,2000000,7500000,FY27,Q3,ev:lrae_navwar_2023-06:row643
fund:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-740-0007,need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-740-0007,procurement_estimate,$250M - $1B,250000000,1000000000,FY25,Q3,ev:lrae_navwar_2023-06:row644
fund:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-740-0011,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-740-0011,procurement_estimate,< $2M,0,2000000,FY23,Q4,ev:lrae_navwar_2023-06:row645
fund:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-160-0001,need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-160-0001,procurement_estimate,$100M - $250M,100000000,250000000,FY24,Q2,ev:lrae_navwar_2023-06:row646
fund:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0087,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0087,procurement_estimate,$7.5M - $50M,7500000,50000000,FY23,Q3,ev:lrae_navwar_2023-06:row647
fund:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0088,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0088,procurement_estimate,$2M - $7.5M,2000000,7500000,FY23,Q4,ev:lrae_navwar_2023-06:row648
fund:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0097,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0097,procurement_estimate,$2M - $7.5M,2000000,7500000,FY23,Q3,ev:lrae_navwar_2023-06:row649
fund:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0106,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0106,procurement_estimate,$7.5M - $50M,7500000,50000000,FY23,Q4,ev:lrae_navwar_2023-06:row650
fund:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0107,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0107,procurement_estimate,$7.5M - $50M,7500000,50000000,FY24,Q1,ev:lrae_navwar_2023-06:row651
fund:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-160-0003,need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-160-0003,procurement_estimate,$50M - $100M,50000000,100000000,FY24,Q1,ev:lrae_navwar_2023-06:row652
fund:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0086,need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0086,procurement_estimate,No Range Specified,,,FY23,Q3,ev:lrae_navwar_2023-06:row653
fund:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-750-0004,need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-750-0004,procurement_estimate,No Range Specified,,,FY23,Q4,ev:lrae_navwar_2023-06:row656
fund:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-130-0009,need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-130-0009,procurement_estimate,No Range Specified,,,,,ev:lrae_navwar_2023-06:row657
