id,need_id,observation_type,as_stated,amount_low_usd,amount_high_usd,fiscal_year,period,evidence_id
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0302,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0302,procurement_estimate,< $2M,0,2000000,FY25,Q3,ev:lrae_navwar_2025-06:row394
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0304,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0304,procurement_estimate,< $2M,0,2000000,FY25,Q3,ev:lrae_navwar_2025-06:row395
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0096,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0096,procurement_estimate,< $2M,0,2000000,FY25,Q3,ev:lrae_navwar_2025-06:row398
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0034,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0034,procurement_estimate,< $2M,0,2000000,FY25,Q3,ev:lrae_navwar_2025-06:row399
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0102,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0102,procurement_estimate,< $2M,0,2000000,FY25,Q3,ev:lrae_navwar_2025-06:row401
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0128,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0128,procurement_estimate,< $2M,0,2000000,FY25,Q4,ev:lrae_navwar_2025-06:row402
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0129,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0129,procurement_estimate,< $2M,0,2000000,FY25,Q4,ev:lrae_navwar_2025-06:row403
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-C4IEXEC-0014,need:lrae_navwar_2025-06:N00039-25-RFPREQ-C4IEXEC-0014,procurement_estimate,$50M - $100M,50000000,100000000,FY26,Q3,ev:lrae_navwar_2025-06:row404
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0103,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0103,procurement_estimate,$2M - $7.5M,2000000,7500000,FY26,Q1,ev:lrae_navwar_2025-06:row405
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-130-0026,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-130-0026,procurement_estimate,No Range Specified,,,FY26,Q2,ev:lrae_navwar_2025-06:row407
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0103,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0103,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q3,ev:lrae_navwar_2025-06:row408
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0334,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0334,procurement_estimate,< $2M,0,2000000,FY25,Q3,ev:lrae_navwar_2025-06:row409
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0040,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0040,procurement_estimate,$7.5M - $50M,7500000,50000000,FY26,Q3,ev:lrae_navwar_2025-06:row411
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0037,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0037,procurement_estimate,No Range Specified,,,FY25,Q3,ev:lrae_navwar_2025-06:row413
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0342,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0342,procurement_estimate,< $2M,0,2000000,FY25,Q4,ev:lrae_navwar_2025-06:row415
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0034,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0034,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q3,ev:lrae_navwar_2025-06:row417
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0343,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0343,procurement_estimate,< $2M,0,2000000,FY25,Q3,ev:lrae_navwar_2025-06:row418
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0110,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0110,procurement_estimate,No Range Specified,,,FY25,Q4,ev:lrae_navwar_2025-06:row421
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0346,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0346,procurement_estimate,$2M - $7.5M,2000000,7500000,FY25,Q4,ev:lrae_navwar_2025-06:row422
fund:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-790-0022,need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-790-0022,procurement_estimate,No Range Specified,,,FY27,Q1,ev:lrae_navwar_2025-06:row423
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0120,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0120,procurement_estimate,< $2M,0,2000000,FY25,Q3,ev:lrae_navwar_2025-06:row424
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0119,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0119,procurement_estimate,< $2M,0,2000000,FY25,Q3,ev:lrae_navwar_2025-06:row425
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0133,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0133,procurement_estimate,$7.5M - $50M,7500000,50000000,FY26,Q1,ev:lrae_navwar_2025-06:row427
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0134,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0134,procurement_estimate,$7.5M - $50M,7500000,50000000,FY26,Q1,ev:lrae_navwar_2025-06:row428
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0129,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0129,procurement_estimate,$50M - $100M,50000000,100000000,FY25,Q4,ev:lrae_navwar_2025-06:row429
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0130,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0130,procurement_estimate,$50M - $100M,50000000,100000000,FY25,Q4,ev:lrae_navwar_2025-06:row430
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0133,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0133,procurement_estimate,< $2M,0,2000000,FY25,Q3,ev:lrae_navwar_2025-06:row431
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0130,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0130,procurement_estimate,$7.5M - $50M,7500000,50000000,FY26,Q2,ev:lrae_navwar_2025-06:row432
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0132,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0132,procurement_estimate,$2M - $7.5M,2000000,7500000,FY26,Q2,ev:lrae_navwar_2025-06:row433
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0111,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0111,procurement_estimate,< $2M,0,2000000,FY25,Q4,ev:lrae_navwar_2025-06:row434
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0357,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0357,procurement_estimate,< $2M,0,2000000,FY25,Q4,ev:lrae_navwar_2025-06:row435
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0358,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0358,procurement_estimate,< $2M,0,2000000,FY25,Q4,ev:lrae_navwar_2025-06:row436
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0138,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0138,procurement_estimate,$2M - $7.5M,2000000,7500000,FY26,Q4,ev:lrae_navwar_2025-06:row437
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0155,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0155,procurement_estimate,< $2M,0,2000000,FY25,Q4,ev:lrae_navwar_2025-06:row438
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0154,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0154,procurement_estimate,$50M - $100M,50000000,100000000,FY26,Q1,ev:lrae_navwar_2025-06:row441
fund:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW/A-170-0005,need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW/A-170-0005,procurement_estimate,$50M - $100M,50000000,100000000,FY27,Q2,ev:lrae_navwar_2025-06:row442
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0372,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0372,procurement_estimate,< $2M,0,2000000,FY25,Q4,ev:lrae_navwar_2025-06:row443
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0374,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0374,procurement_estimate,< $2M,0,2000000,FY25,Q4,ev:lrae_navwar_2025-06:row444
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0158,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0158,procurement_estimate,< $2M,0,2000000,FY25,Q4,ev:lrae_navwar_2025-06:row445
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0375,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0375,procurement_estimate,< $2M,0,2000000,FY25,Q4,ev:lrae_navwar_2025-06:row446
