id,need_id,revision,description,procurement_method,contract_type,instrument,solicitation_fy,solicitation_quarter,award_fy,award_quarter,pop_months,naics,psc,place,evidence_id
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-790-0153,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-790-0153,lrae_navwar_2025-06,SW RENEWAL FOR SYBASE SW,TBD,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q3,FY25,Q4,12,541519 - Other Computer Related Services,7A21 - IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),"San Diego, CA",ev:lrae_navwar_2025-06:row172
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0202,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0202,lrae_navwar_2025-06,,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q3,FY25,Q4,TBD,541330 - Engineering Services,L049 - TECHNICAL REPRESENTATIVE- MAINTENANCE AND REPAIR SHOP EQUIPMENT,"San Diego, CA",ev:lrae_navwar_2025-06:row320
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0204,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0204,lrae_navwar_2025-06,,Sole Source,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY25,Q2,FY25,Q3,18,541330 - Engineering Services,L049 - TECHNICAL REPRESENTATIVE- MAINTENANCE AND REPAIR SHOP EQUIPMENT,"San Diego, CA",ev:lrae_navwar_2025-06:row321
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0240,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0240,lrae_navwar_2025-06,"Effort is for Cybersecurity, Engineering, and Technical Support to assist with the development, procurement, testing, integration, fielding, and support of PMW/A 170 programs and systems.",TBD,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY26,Q1,FY26,Q4,60,541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"San Diego, CA",ev:lrae_navwar_2025-06:row322
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0222,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0222,lrae_navwar_2025-06,,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY25,Q4,TBD,541330 - Engineering Services,L049 - TECHNICAL REPRESENTATIVE- MAINTENANCE AND REPAIR SHOP EQUIPMENT,"San Diego, CA",ev:lrae_navwar_2025-06:row323
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0223,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0223,lrae_navwar_2025-06,,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY25,Q4,TBD,541330 - Engineering Services,L049 - TECHNICAL REPRESENTATIVE- MAINTENANCE AND REPAIR SHOP EQUIPMENT,"San Diego, CA",ev:lrae_navwar_2025-06:row324
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0013,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0013,lrae_navwar_2025-06,,TBD,TBD,"""C"" Type Contract",TBD,TBD,FY25,Q4,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row325
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0239,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0239,lrae_navwar_2025-06,"Integrated Logistics, Training and Installation Support",Service-Disabled Veteran-Owned Small Business Set-Aside,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q4,FY26,Q2,60,541330 - Engineering Services,R706 - SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,"San Diego, CA",ev:lrae_navwar_2025-06:row326
req:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-750-0036,need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-750-0036,lrae_navwar_2025-06,,Full and Open Competition,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q2,FY25,Q4,57,541330 - Engineering Services,"L058 - TECHNICAL REPRESENTATIVE- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT","Charleston, SC",ev:lrae_navwar_2025-06:row327
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0027,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0027,lrae_navwar_2025-06,Blanket purchase agreement (BPA) Call for MIDS-on-ship Modernization (MOS Mod) shipboard cabinet assemblies,Full and Open Competition,Fixed-Price,Blanket Purchase Agreement Call,FY25,Q3,FY25,Q4,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,5811 - OTHER CRYPTOLOGIC EQUIPMENT AND COMPONENTS,"San Diego, CA",ev:lrae_navwar_2025-06:row329
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0022,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0022,lrae_navwar_2025-06,,Sole Source,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY25,Q3,FY25,Q3,60,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"5821 - RADIO AND TELEVISION COMMUNICATION EQUIPMENT, AIRBORNE","San Diego, CA",ev:lrae_navwar_2025-06:row332
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-120-0013,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-120-0013,lrae_navwar_2025-06,,Sole Source,Time-and-materials,Single-Award Indefinite-Delivery,FY25,Q2,FY25,Q3,12,"334511 - Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",1940 - SMALL CRAFT,"San Diego, CA",ev:lrae_navwar_2025-06:row333
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0013,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0013,lrae_navwar_2025-06,"Provide LHA 10 RCS/DS/SSES Design, Procure, Build, Integrate & Test Support onboard USS Helmand Province (LHA 10), for Program Executive Office (PEO) C4I.",Full and Open Competition,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q3,FY26,Q1,TBD,541330 - Engineering Services,"L058 - TECHNICAL REPRESENTATIVE- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT","Pascagoula, MS",ev:lrae_navwar_2025-06:row345
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0022,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0022,lrae_navwar_2025-06,,Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q3,FY25,Q4,TBD,336212 - Truck Trailer Manufacturing,"5820 - RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE","San Diego, CA",ev:lrae_navwar_2025-06:row346
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0039,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0039,lrae_navwar_2025-06,,Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q3,FY25,Q3,TBD,TBD - TBD,"5821 - RADIO AND TELEVISION COMMUNICATION EQUIPMENT, AIRBORNE","San Diego, CA",ev:lrae_navwar_2025-06:row348
req:lrae_navwar_2025-06:N00039-24-RFPREQ-PMA/PMW-101-0276,need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMA/PMW-101-0276,lrae_navwar_2025-06,,Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY24,Q4,FY25,Q4,24,334290 - Other Communications Equipment Manufacturing,"5826 - RADIO NAVIGATION EQUIPMENT, AIRBORNE","San Diego, CA",ev:lrae_navwar_2025-06:row350
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-760-0010,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-760-0010,lrae_navwar_2025-06,,Full and Open Competition,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q2,FY26,Q1,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row351
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0010,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0010,lrae_navwar_2025-06,,Sole Source,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY25,Q1,FY25,Q4,TBD,541330 - Engineering Services,"L058 - TECHNICAL REPRESENTATIVE- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT","San Diego, CA",ev:lrae_navwar_2025-06:row352
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0019,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0019,lrae_navwar_2025-06,,Sole Source,Fixed-Price,"""C"" Type Contract",FY25,Q4,FY26,Q4,TBD,334290 - Other Communications Equipment Manufacturing,"5985 - ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT","San Diego, CA",ev:lrae_navwar_2025-06:row354
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0048,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0048,lrae_navwar_2025-06,N/A,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q3,FY25,Q3,TBD,541511 - Custom Computer Programming Services,7F20 - IT AND TELECOM - IT MANAGEMENT TOOLS/PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"San Diego, CA",ev:lrae_navwar_2025-06:row355
req:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-770-0005,need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-770-0005,lrae_navwar_2025-06,,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY26,Q1,TBD,541511 - Custom Computer Programming Services,7F20 - IT AND TELECOM - IT MANAGEMENT TOOLS/PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"San Diego, CA",ev:lrae_navwar_2025-06:row356
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0045,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0045,lrae_navwar_2025-06,,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q2,FY25,Q3,TBD,334290 - Other Communications Equipment Manufacturing,"7G22 - IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)","San Diego, CA",ev:lrae_navwar_2025-06:row357
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0046,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0046,lrae_navwar_2025-06,,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q1,FY25,Q3,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row358
req:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-150-0003,need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-150-0003,lrae_navwar_2025-06,,Sole Source,TBD,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY26,Q3,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row359
req:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-150-0001,need:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-150-0001,lrae_navwar_2025-06,,Sole Source,TBD,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY27,Q3,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row360
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0050,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0050,lrae_navwar_2025-06,NILE ISS 5 Task Order 5,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q4,FY26,Q1,18,541512 - Computer Systems Design Services,DA01 - IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),"San Diego, CA",ev:lrae_navwar_2025-06:row361
req:lrae_navwar_2025-06:N00039-24-RFPREQ-PMA/PMW-101-0278,need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMA/PMW-101-0278,lrae_navwar_2025-06,MIDS JTRS Lot 13C DO,Full and Open Competition,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY24,Q4,FY25,Q2,TBD,334290 - Other Communications Equipment Manufacturing,"5821 - RADIO AND TELEVISION COMMUNICATION EQUIPMENT, AIRBORNE","San Diego, CA",ev:lrae_navwar_2025-06:row362
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0258,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0258,lrae_navwar_2025-06,GPNTS Software Modification to increase the ceiling on Contract #N0003920D0021 by $80.6M,Sole Source,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY25,Q3,FY25,Q4,TBD,"334511 - Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row363
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0035,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0035,lrae_navwar_2025-06,,Full and Open Competition,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY26,Q1,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row364
req:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0006,need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0006,lrae_navwar_2025-06,,Full and Open Competition,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY26,Q2,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row365
req:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0007,need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0007,lrae_navwar_2025-06,,Full and Open Competition,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY26,Q3,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row366
req:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0008,need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0008,lrae_navwar_2025-06,,Full and Open Competition,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY26,Q3,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row367
req:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0009,need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0009,lrae_navwar_2025-06,,Full and Open Competition,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY26,Q4,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row368
req:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0010,need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0010,lrae_navwar_2025-06,,Full and Open Competition,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY27,Q1,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row369
req:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-160-0005,need:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-160-0005,lrae_navwar_2025-06,,Full and Open Competition,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY27,Q2,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row370
req:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-160-0006,need:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-160-0006,lrae_navwar_2025-06,,Full and Open Competition,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY27,Q3,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row371
req:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-160-0007,need:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-160-0007,lrae_navwar_2025-06,,Full and Open Competition,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY27,Q4,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row372
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-130-0015,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-130-0015,lrae_navwar_2025-06,5-year follow-on contract for the continued procurement of 90-Meter Smart Card Manager Licenses in support of PEO C4I / PMW 130.,Small Business Set-Aside,Fixed-Price,Purchase Order,FY26,Q1,FY26,Q2,60,511210 - Software Publishers,"7H20 - IT AND TELECOM - PLATFORM PRODUCTS: DATABASE, MAINFRAME, MIDDLEWARE (HW, PERPETUAL LICENSE SOFTWARE)","San Diego, CA",ev:lrae_navwar_2025-06:row373
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-130-0030,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-130-0030,lrae_navwar_2025-06,CUE PSM production order under single award IDIQ N0003923D9000,Women-Owned Small Business Set-Aside,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY26,Q1,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,6150 - MISCELLANEOUS ELECTRIC POWER AND DISTRIBUTION EQUIPMENT,"San Diego, CA",ev:lrae_navwar_2025-06:row374
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0016,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0016,lrae_navwar_2025-06,The modification is within the scope of the task order.,Sole Source,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY25,Q2,FY25,Q3,TBD,541330 - Engineering Services,"L058 - TECHNICAL REPRESENTATIVE- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT","Charleston, SC",ev:lrae_navwar_2025-06:row375
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-760-0014,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-760-0014,lrae_navwar_2025-06,,Full and Open Competition,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q3,FY26,Q4,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row376
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0276,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0276,lrae_navwar_2025-06,,Sole Source,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY26,Q1,FY26,Q3,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row378
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0028,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0028,lrae_navwar_2025-06,Royal Bahamas Defence Force Maritime Surveillance System (MSS),Small Business Set-Aside,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q3,FY25,Q4,TBD,"334511 - Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing","5840 - RADAR EQUIPMENT, EXCEPT AIRBORNE","San Diego, CA",ev:lrae_navwar_2025-06:row379
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0277,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0277,lrae_navwar_2025-06,,Sole Source,Fixed-Price,Single-Award Indefinite-Delivery,FY26,Q2,FY27,Q2,60,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"5825 - RADIO NAVIGATION EQUIPMENT, EXCEPT AIRBORNE","San Diego, CA",ev:lrae_navwar_2025-06:row380
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0075,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0075,lrae_navwar_2025-06,The Multifunctional Information Distribution System (MIDS) Program Office (MPO) requires procurement of MIDS Joint Tactical Radio System (JTRS) production of terminals and spares.,Sole Source,Fixed-Price,Single-Award Indefinite-Delivery,FY25,Q2,FY25,Q4,24,"443112 - RADIO, TELEVISION, AND OTHER ELECTRONICS STORES","5820 - RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE","San Diego, CA",ev:lrae_navwar_2025-06:row381
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0077,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0077,lrae_navwar_2025-06,N/A,Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q2,FY25,Q3,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"7G22 - IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)","San Diego, CA",ev:lrae_navwar_2025-06:row382
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0078,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0078,lrae_navwar_2025-06,Engineering Services for GFE Repairs,Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY25,Q3,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"7G22 - IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)","San Diego, CA",ev:lrae_navwar_2025-06:row383
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0072,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0072,lrae_navwar_2025-06,"The major objective of this task order is to obtain Professional Support Services (PSS) in support of the Command and Control (C2) Systems Program Office (PMW 150) which is part of Program Executive Office, Command, Control, Communications, Computers and Intelligence (PEO C4I).  PSS includes non-inherently governmental support in program management, acquisition management, contracts management, installations and modernization management, and cost estimation.  Incumbent: Booz Allen Hamilton, Task Order: N0003921F3016",TBD,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY26,Q1,FY26,Q4,TBD,561499 - All Other Business Support Services,R408 - SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"San Diego, CA",ev:lrae_navwar_2025-06:row384
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0029,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0029,lrae_navwar_2025-06,,Full and Open Competition,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q3,FY26,Q1,TBD,541330 - Engineering Services,N059 - INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,"San Diego, CA",ev:lrae_navwar_2025-06:row385
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0068,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0068,lrae_navwar_2025-06,CANES MAC RFP 9114A QTY 3 CTU 3 Kits,Full and Open Competition,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q3,FY25,Q3,TBD,334290 - Other Communications Equipment Manufacturing,7G21 - IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"San Diego, CA",ev:lrae_navwar_2025-06:row390
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0307,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0307,lrae_navwar_2025-06,,Sole Source,Cost-Reimbursement,Single-Award Indefinite-Delivery,TBD,TBD,FY25,Q3,TBD,541330 - Engineering Services,L049 - TECHNICAL REPRESENTATIVE- MAINTENANCE AND REPAIR SHOP EQUIPMENT,"San Diego, CA",ev:lrae_navwar_2025-06:row391
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0302,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0302,lrae_navwar_2025-06,N/A,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q2,FY25,Q3,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,5895 - MISCELLANEOUS COMMUNICATION EQUIPMENT,"San Diego, CA",ev:lrae_navwar_2025-06:row394
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0304,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0304,lrae_navwar_2025-06,,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY25,Q3,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2025-06:row395
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0096,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0096,lrae_navwar_2025-06,N/A,Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,FY25,Q3,7,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"5821 - RADIO AND TELEVISION COMMUNICATION EQUIPMENT, AIRBORNE","San Diego, CA",ev:lrae_navwar_2025-06:row398
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0034,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0034,lrae_navwar_2025-06,TBD,Sole Source,Fixed-Price,"""C"" Type Contract",FY25,Q3,FY25,Q3,23,335931 - Current-Carrying Wiring Device Manufacturing,"5935 - CONNECTORS, ELECTRICAL","San Diego, CA",ev:lrae_navwar_2025-06:row399
req:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0102,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0102,lrae_navwar_2025-06,Order of MIDS-on-ship Modernization (MOS Mod) shipboard cabinet assemblies with Tactical Targeting Network Technology (TTNT) conversion kits,Sole Source,Cost-Reimbursement,"""C"" Type Contract",FY25,Q2,FY25,Q3,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,5811 - OTHER CRYPTOLOGIC EQUIPMENT AND COMPONENTS,"San Diego, CA",ev:lrae_navwar_2025-06:row401
